,City,Latitude,Longitude,Value,Year,VAL
2057,Visakhapatnam,17.686816,83.218482,40,1900,0.001052604
2058,Wakefield,53.6801,-1.492,40,1900,0.001052604
2059,Worms,49.63278,8.35916,40,1900,0.001052604
2060,Zanzibar,-6.16394,39.19793,40,1900,0.001052604
2061,Zaria,11.11128,7.7227,40,1900,0.001052604
2423,Ikoso,8.666667,3.383333,40,1880,0.001052604
2437,Nanning,22.81667,108.31667,40,1878,0.001052604
2519,Yarkand,38.414289,77.246006,40,1874,0.001052604
2536,Edessa,37.15,38.8,40,1873,0.001052604
2583,Chaozhou,23.67,116.63,40,1871,0.001052604
2611,Yadz,31.896611,54.360681,40,1869,0.001052604
2626,Chengde,40.966667,117.933333,40,1866,0.001052604
2632,Taku,38.974444,117.673611,40,1865,0.001052604
2673,Palembang,-2.91673,104.7458,40,1858,0.001052604
2715,Sana'a ,15.35472,44.20667,40,1856,0.001052604
2818,Braunschweig,52.268875,10.526769,40,1852,0.001052604
3272,Bauchi,10.315833,9.844167,40,1850,0.001052604
3273,Bihar,25.096074,85.313119,40,1850,0.001052604
3274,Braunschweig,52.268875,10.526769,40,1850,0.001052604
3275,Chaozhou,23.67,116.63,40,1850,0.001052604
3276,Chengde,40.966667,117.933333,40,1850,0.001052604
3277,Chhapra,25.7848,84.7274,40,1850,0.001052604
3278,Cuttack,20.46497,85.87927,40,1850,0.001052604
3279,Datong,40.083333,113.3,40,1850,0.001052604
3280,Derby,52.922531,-1.474619,40,1850,0.001052604
3281,Exeter,50.7236,-3.52751,40,1850,0.001052604
3282,Guatemala City,14.64072,-90.51327,40,1850,0.001052604
3283,Ikoso,8.666667,3.383333,40,1850,0.001052604
3284,Jalandhar,31.326015,75.576183,40,1850,0.001052604
3285,Jammu,32.73569,74.86911,40,1850,0.001052604
3286,Jilin,43.896536,125.32599,40,1850,0.001052604
3287,Kano,12.00012,8.51672,40,1850,0.001052604
3288,Munger,25.37262,86.490321,40,1850,0.001052604
3289,Nanning,22.81667,108.31667,40,1850,0.001052604
3290,Palembang,-2.91673,104.7458,40,1850,0.001052604
3291,Quebec,46.81228,-71.21454,40,1850,0.001052604
3292,Sana'a ,15.35472,44.20667,40,1850,0.001052604
3293,Semarang,-6.9932,110.4203,40,1850,0.001052604
3294,Taku,38.974444,117.673611,40,1850,0.001052604
3295,Valladolid,41.65518,-4.72372,40,1850,0.001052604
3296,Voronezh,51.67204,39.1843,40,1850,0.001052604
3455,Palembang,-2.91673,104.7458,40,1849,0.001052604
3499,Valparaiso,-33.05,-71.6167,40,1847,0.001052604
3570,Bharatpur,27.21731,77.49009,40,1843,0.001052604
3644,Hofuf,25.383333,49.583333,40,1840,0.001052604
3645,Sana'a ,15.35472,44.20667,40,1840,0.001052604
3646,Tashkent,41.26465,69.21627,40,1840,0.001052604
3682,Mosul,36.335,43.11889,40,1837,0.001052604
3716,Srinagar,34.08842,74.80298,40,1833,0.001052604
3724,Mashhad,36.3,59.6,40,1832,0.001052604
3853,Kano,12.00012,8.51672,40,1825,0.001052604
3862,Sokoto,13.06092,5.23902,40,1824,0.001052604
3876,Cuttack,20.46497,85.87927,40,1822,0.001052604
3921,Kumasi,6.68848,-1.62443,40,1816,0.001052604
4012,Tabriz,38.08,46.2919,40,1809,0.001052604
4049,Qazvin,36.26877,50.0041,40,1807,0.001052604
4418,Achin,5.55,95.316667,40,1800,0.001052604
4419,Amritsar,31.63661,74.87476,40,1800,0.001052604
4420,Anqing,30.50917,117.05056,40,1800,0.001052604
4421,Chaozhou,23.67,116.63,40,1800,0.001052604
4422,Fez,34.033333,-5.01,40,1800,0.001052604
4423,Fukuoka,33.591389,130.414722,40,1800,0.001052604
4424,Kumasi,6.68848,-1.62443,40,1800,0.001052604
4425,Portsmouth,50.816661,-1.083383,40,1800,0.001052604
4426,Qazvin,36.26877,50.0041,40,1800,0.001052604
4427,Sana'a ,15.35472,44.20667,40,1800,0.001052604
4428,Tabriz,38.08,46.2919,40,1800,0.001052604
4429,Taiyuan,37.87059,112.548879,40,1800,0.001052604
4430,Urumqi,43.825644,87.616822,40,1800,0.001052604
4431,Zaria,11.11128,7.7227,40,1800,0.001052604
4993,Meknes,33.89352,-5.54727,40,1775,0.001052604
5063,Oporto,41.167972,-8.627064,40,1766,0.001052604
5095,Pune,18.52043,73.856744,40,1760,0.001052604
5311,Agades,16.966667,7.983333,40,1750,0.001052604
5312,Broach,21.724644,73.002294,40,1750,0.001052604
5313,Cuzco,-13.525,-71.972222,40,1750,0.001052604
5314,Diyarbakir,37.914411,40.230628,40,1750,0.001052604
5315,Gondar,12.600003,37.466669,40,1750,0.001052604
5316,Kashi,39.4704,75.989756,40,1750,0.001052604
5317,Lima,-12.04318,-77.02824,40,1750,0.001052604
5318,Ouro Preto,-20.39484,-43.50517,40,1750,0.001052604
5319,Padua,45.406436,11.876761,40,1750,0.001052604
5320,Rangpur,25.74664,89.25166,40,1750,0.001052604
5321,Shiraz,29.61031,52.53114,40,1750,0.001052604
5322,Valencia,39.469908,-0.376289,40,1750,0.001052604
5323,Zamfara,12.184417,6.237594,40,1750,0.001052604
5552,Thessaloniki,40.63935,22.944606,40,1734,0.001052604
5570,Guiyang,26.647661,106.630154,40,1731,0.001052604
5576,Padua,45.406436,11.876761,40,1730,0.001052604
5837,Allada,6.66547,2.15138,40,1700,0.001052604
5838,Belgrade,44.80401,20.46513,40,1700,0.001052604
5839,Bordeaux,44.84044,-0.5805,40,1700,0.001052604
5840,Hanoi,21.033333,105.85,40,1700,0.001052604
5841,Jodhpur,26.26841,73.00594,40,1700,0.001052604
5842,Nantes,47.21725,-1.55336,40,1700,0.001052604
5843,Sira,13.74155,76.9043,40,1700,0.001052604
5844,Thessaloniki,40.63935,22.944606,40,1700,0.001052604
5845,Valencia,39.469908,-0.376289,40,1700,0.001052604
5846,Vilnius,54.683333,25.283333,40,1700,0.001052604
5847,Wroclaw,51.116667,17.033333,40,1700,0.001052604
5993,Bordeaux,44.84044,-0.5805,40,1698,0.001052604
6077,Allada,6.66547,2.15138,40,1682,0.001052604
6150,Stockholm,59.33258,18.0649,40,1663,0.001052604
6195,Tainan City,22.983333,120.18333,40,1651,0.001052604
6270,Changsha,28.196111,112.972222,40,1650,0.001052604
6307,Kolar,13.13671,78.12917,40,1645,0.001052604
6349,Sofia,42.69751,23.32415,40,1636,0.001052604
6357,Mexico City,19.42847,-99.12766,40,1634,0.001052604
6366,Belgrade,44.80401,20.46513,40,1632,0.001052604
6374,Turin,45.07049,7.68682,40,1631,0.001052604
6388,Mandu,22.36667,75.38333,40,1628,0.001052604
6429,Vienna,48.20849,16.37208,40,1619,0.001052604
6605,Belgrade,44.80401,20.46513,40,1600,0.001052604
6606,Gurgaon,28.459497,77.026638,40,1600,0.001052604
6607,Kano,12.00012,8.51672,40,1600,0.001052604
6608,Kerman,30.28321,57.07879,40,1600,0.001052604
6609,Kolar,13.13671,78.12917,40,1600,0.001052604
6610,Mandu,22.36667,75.38333,40,1600,0.001052604
6611,Munger,25.37262,86.490321,40,1600,0.001052604
6612,Sennar,13.567469,33.567203,40,1600,0.001052604
6613,Surame,13.0875,4.898611,40,1600,0.001052604
6614,Vilnius,54.683333,25.283333,40,1600,0.001052604
6739,Esfahan,32.651389,51.679192,40,1598,0.001052604
6950,Chittoor,13.217176,79.100329,40,1568,0.001052604
6964,Zaria,11.11128,7.7227,40,1560,0.001052604
6976,Thatta,24.746117,67.924336,40,1555,0.001052604
7068,Nkazargamu,13.047222,12.227778,40,1550,0.001052604
7133,Valladolid,41.65518,-4.72372,40,1530,0.001052604
7188,Tzintzuntzan,19.62903,-101.57857,40,1522,0.001052604
7213,Constantine,36.365,6.61472,40,1515,0.001052604
7226,Rome,41.89474,12.4839,40,1513,0.001052604
7230,Bejaia,36.75,5.066667,40,1512,0.001052604
7240,Goa,15.299333,74.124,40,1510,0.001052604
7241,Valencia,39.469908,-0.376289,40,1510,0.001052604
7255,Herat,34.34817,62.19967,40,1503,0.001052604
7260,Cremona,45.13617,10.02797,40,1502,0.001052604
7261,Verona,45.43419,10.99779,40,1502,0.001052604
7264,Palermo,38.115689,13.361267,40,1501,0.001052604
7346,Anantpur,14.08339,77.59588,40,1500,0.001052604
7347,Bandar Seri Begawan,4.890283,114.942217,40,1500,0.001052604
7348,Bejaia,36.75,5.066667,40,1500,0.001052604
7349,Bijapur,16.82442,75.71537,40,1500,0.001052604
7350,Brescia,45.52478,10.22727,40,1500,0.001052604
7351,Constantine,36.365,6.61472,40,1500,0.001052604
7352,Goa,15.299333,74.124,40,1500,0.001052604
7353,Gumarcaj,14.7667,-91.2667,40,1500,0.001052604
7354,Herat,34.34817,62.19967,40,1500,0.001052604
7355,Jodhpur,26.26841,73.00594,40,1500,0.001052604
7356,Kyoto,35.02107,135.75385,40,1500,0.001052604
7357,Luang Prabang,19.884111,102.141633,40,1500,0.001052604
7358,Lyon,45.74846,4.84671,40,1500,0.001052604
7359,Mali,11,-8,40,1500,0.001052604
7360,M'banza-Congo,-6.267778,14.248056,40,1500,0.001052604
7361,Nkazargamu,13.047222,12.227778,40,1500,0.001052604
7362,Srinagar,34.08842,74.80298,40,1500,0.001052604
7363,Thessaloniki,40.63935,22.944606,40,1500,0.001052604
7364,Tlaxcala,19.32076,-98.20959,40,1500,0.001052604
7365,Tzintzuntzan,19.62903,-101.57857,40,1500,0.001052604
7366,Valencia,39.469908,-0.376289,40,1500,0.001052604
7367,Valladolid,41.65518,-4.72372,40,1500,0.001052604
7368,Vienna,48.20849,16.37208,40,1500,0.001052604
7472,Kamtapur,26.158333,89.370833,40,1498,0.001052604
7527,Feodosia,45.048889,35.379167,40,1475,0.001052604
7537,Binh Dinh,14.166256,108.902683,40,1471,0.001052604
7557,Trabzon,41.00145,39.717806,40,1461,0.001052604
7641,Targoviste,44.924167,25.456667,40,1450,0.001052604
7642,Zimbabwe,-20.266667,30.933333,40,1450,0.001052604
7657,Anantpur,14.08339,77.59588,40,1442,0.001052604
7692,Thessaloniki,40.63935,22.944606,40,1423,0.001052604
7721,Angkor,13.412417,103.86705,40,1404,0.001052604
7808,Alexandria,31.200092,29.918739,40,1400,0.001052604
7809,Anantpur,14.08339,77.59588,40,1400,0.001052604
7810,Angkor,13.412417,103.86705,40,1400,0.001052604
7811,Bejaia,36.75,5.066667,40,1400,0.001052604
7812,Bukhara,39.765869,64.422347,40,1400,0.001052604
7813,Cajamarquilla,-11.985278,-76.910556,40,1400,0.001052604
7814,Chittoor,13.217176,79.100329,40,1400,0.001052604
7815,Cologne,50.937531,6.960278,40,1400,0.001052604
7816,Gao,16.27167,-0.04472,40,1400,0.001052604
7817,Gauda,24.866667,88.133333,40,1400,0.001052604
7818,Goa,15.299333,74.124,40,1400,0.001052604
7819,Gresik,-7.15389,112.65611,40,1400,0.001052604
7820,Majapahit,-8.18947,113.667019,40,1400,0.001052604
7821,Naples,40.851775,14.268122,40,1400,0.001052604
7822,Yamaguchi,34.185956,131.47065,40,1400,0.001052604
7906,Naples,40.851775,14.268122,40,1399,0.001052604
7922,Verona,45.43419,10.99779,40,1387,0.001052604
7965,Bologna,44.49381,11.33875,40,1371,0.001052604
8047,Florence,43.771033,11.248,40,1350,0.001052604
8048,Goa,15.299333,74.124,40,1350,0.001052604
8049,Hormuz,27.1,56.45,40,1350,0.001052604
8050,Kashi,39.4704,75.989756,40,1350,0.001052604
8051,Kush,18.53,31.84,40,1350,0.001052604
8052,Majapahit,-8.18947,113.667019,40,1350,0.001052604
8053,Martaban,16.52834,97.6157,40,1350,0.001052604
8054,Naples,40.851775,14.268122,40,1350,0.001052604
8055,Nizhniy Novgorod,56.3269,44.0075,40,1350,0.001052604
8056,Rouen,49.44313,1.09932,40,1350,0.001052604
8057,Sukhothai,17.005558,99.826372,40,1350,0.001052604
8058,Trakai,54.633333,24.933333,40,1350,0.001052604
8059,Xuzhou,34.26,117.21,40,1350,0.001052604
8073,Montpellier,43.61092,3.87723,40,1347,0.001052604
8079,Goa,15.299333,74.124,40,1344,0.001052604
8096,Rabat,34.01325,-6.83255,40,1330,0.001052604
8100,Delhi,28.65381,77.22897,40,1327,0.001052604
8111,Padua,45.406436,11.876761,40,1320,0.001052604
8112,Yadz,31.896611,54.360681,40,1320,0.001052604
8196,Baghdad,33.34058,44.40088,40,1300,0.001052604
8197,Binh Dinh,14.166256,108.902683,40,1300,0.001052604
8198,Bologna,44.49381,11.33875,40,1300,0.001052604
8199,Ceuta,35.88933,-5.31979,40,1300,0.001052604
8200,Cordoba,38.046133,-4.893564,40,1300,0.001052604
8201,Feodosia,45.048889,35.379167,40,1300,0.001052604
8202,Goa,15.299333,74.124,40,1300,0.001052604
8203,Konya,37.87135,32.48464,40,1300,0.001052604
8204,Kyoto,35.02107,135.75385,40,1300,0.001052604
8205,Majapahit,-8.18947,113.667019,40,1300,0.001052604
8206,Mali,11,-8,40,1300,0.001052604
8207,Meknes,33.89352,-5.54727,40,1300,0.001052604
8208,Naples,40.851775,14.268122,40,1300,0.001052604
8209,Prague,50.08804,14.42076,40,1300,0.001052604
8210,Rabat,34.01325,-6.83255,40,1300,0.001052604
8211,Turpan,42.93333,89.16667,40,1300,0.001052604
8212,Vijayanagar,15.335,76.462,40,1300,0.001052604
8213,Yadz,31.896611,54.360681,40,1300,0.001052604
8325,Ceuta,35.88933,-5.31979,40,1279,0.001052604
8413,Binh Dinh,14.166256,108.902683,40,1250,0.001052604
8414,Ceuta,35.88933,-5.31979,40,1250,0.001052604
8415,Hormuz,27.1,56.45,40,1250,0.001052604
8416,Madurai,9.91735,78.11962,40,1250,0.001052604
8417,Rabat,34.01325,-6.83255,40,1250,0.001052604
8418,Thessaloniki,40.63935,22.944606,40,1250,0.001052604
8419,Tlemcen,34.87833,-1.315,40,1250,0.001052604
8444,Kerman,30.28321,57.07879,40,1230,0.001052604
8469,Bologna,44.49381,11.33875,40,1206,0.001052604
8535,Acre,32.927778,35.081667,40,1200,0.001052604
8536,Ceuta,35.88933,-5.31979,40,1200,0.001052604
8537,Kayseri,38.73222,35.48528,40,1200,0.001052604
8538,Kish,32.55217989,44.5856425,40,1200,0.001052604
8539,Leon,42.605556,-5.57,40,1200,0.001052604
8540,London,51.511214,-0.119825,40,1200,0.001052604
8541,Rouen,49.44313,1.09932,40,1200,0.001052604
8621,London,51.511214,-0.119825,40,1199,0.001052604
8634,Thessaloniki,40.63935,22.944606,40,1185,0.001052604
8710,Alexandria,31.200092,29.918739,40,1150,0.001052604
8711,Antioch,36.20655,36.15722,40,1150,0.001052604
8712,Cologne,50.937531,6.960278,40,1150,0.001052604
8713,Jerusalem,31.76904,35.21633,40,1150,0.001052604
8714,Kaesong,37.97083,126.55444,40,1150,0.001052604
8715,Kiev,50.45466,30.5238,40,1150,0.001052604
8716,Salerno,40.67797,14.76599,40,1150,0.001052604
8717,Sivas,39.74833,37.01611,40,1150,0.001052604
8718,Smolensk,54.7818,32.0401,40,1150,0.001052604
8727,Bost,31.583056,64.369167,40,1149,0.001052604
8734,Kunming,25.03889,102.71833,40,1128,0.001052604
8745,Liaoyang,41.266667,123.183333,40,1116,0.001052604
8811,Bost,31.583056,64.369167,40,1100,0.001052604
8812,Cahokia,38.57088,-90.19011,40,1100,0.001052604
8813,Kunming,25.03889,102.71833,40,1100,0.001052604
8814,Liaoyang,41.266667,123.183333,40,1100,0.001052604
8815,Mecca,21.42667,39.82611,40,1100,0.001052604
8816,Meknes,33.89352,-5.54727,40,1100,0.001052604
8817,Polonnaruwa,7.93965,81.00274,40,1100,0.001052604
8818,Samarkand,39.6576,66.947561,40,1100,0.001052604
8854,Guangzhou,23.11667,113.25,40,1077,0.001052604
8855,Luoyang,34.669722,112.442222,40,1077,0.001052604
8869,Guangzhou,23.11667,113.25,40,1067,0.001052604
8877,Kiev,50.45466,30.5238,40,1050,0.001052604
8878,Mecca,21.42667,39.82611,40,1050,0.001052604
8879,Samarkand,39.6576,66.947561,40,1050,0.001052604
8885,Diyarbakir,37.914411,40.230628,40,1042,0.001052604
8940,Aleppo,36.216667,37.166667,40,1000,0.001052604
8941,Chengdu,30.66667,104.06667,40,1000,0.001052604
8942,Diyarbakir,37.914411,40.230628,40,1000,0.001052604
8943,Guangzhou,23.11667,113.25,40,1000,0.001052604
8944,Kayseri,38.73222,35.48528,40,1000,0.001052604
8945,Khajuraho,24.8478,79.93344,40,1000,0.001052604
8946,Ohrid,43.454967,23.380704,40,1000,0.001052604
8947,Thessaloniki,40.63935,22.944606,40,1000,0.001052604
8948,Tsinkiang,24.913889,118.58583,40,1000,0.001052604
8996,Aleppo,36.216667,37.166667,40,991,0.001052604
9011,Aleppo,36.216667,37.166667,40,962,0.001052604
9024,Liaoyang,41.266667,123.183333,40,928,0.001052604
9031,Astrakhan,46.366681,48.083239,40,903,0.001052604
9058,Beijing,39.9075,116.39723,40,900,0.001052604
9059,Kush,18.53,31.84,40,900,0.001052604
9060,Merida,20.979719,-89.615789,40,900,0.001052604
9061,Merida,38.91611,-6.34366,40,900,0.001052604
9062,Nanning,22.81667,108.31667,40,900,0.001052604
9063,Preslav,43.164542,26.817967,40,900,0.001052604
9064,Rome,41.89474,12.4839,40,900,0.001052604
9065,Seville,37.388097,-5.982331,40,900,0.001052604
9066,Siraf,27.666667,52.3425,40,900,0.001052604
9130,El Tajin,20.4481,97.3782,40,800,0.001052604
9131,Kush,18.53,31.84,40,800,0.001052604
9132,Patan,23.8507,72.12963,40,800,0.001052604
9133,Thessaloniki,40.63935,22.944606,40,800,0.001052604
9134,Tikal,17.222094,-89.623614,40,800,0.001052604
9135,Vijayawada,16.506174,80.648015,40,800,0.001052604
9173,Mosul,36.335,43.11889,40,752,0.001052604
9176,Patan,23.8507,72.12963,40,750,0.001052604
9244,El Tajin,20.4481,97.3782,40,622,0.001052604
9245,Istakhr,29.9797278,52.90898604,40,622,0.001052604
9246,Kamarupa,26.183333,91.733333,40,622,0.001052604
9247,Kosambi,25.338984,81.392899,40,622,0.001052604
9248,Liaotung,40.5,121.5,40,622,0.001052604
9249,Pundravardhana,25.5,81.5,40,622,0.001052604
9250,Seville,37.388097,-5.982331,40,622,0.001052604
9251,Thessaloniki,40.63935,22.944606,40,622,0.001052604
9252,Vallabhi,21.8878,71.8795,40,622,0.001052604
9297,Arles,43.6767,4.6278,40,361,0.001052604
9298,Damascus,33.5102,36.29128,40,361,0.001052604
9299,Hippos,32.77907253,35.65948301,40,361,0.001052604
9300,Liaotung,40.5,121.5,40,361,0.001052604
9301,Milan,45.465453,9.198786,40,361,0.001052604
863,Cherthala,9.683497,76.336654,40,1980,0.001052604
987,Renqiu,38.7,116.09,40,1980,0.001052604
4013,Nimes,43.83333,4.35,39.921,1809,0.001050525
6328,Chinkiang,32.2,119.416667,39.811,1640,0.00104763
5117,Salvador,-12.97111,-38.51083,39.672,1757,0.001043973
5848,Toulon,43.11667,5.93333,39.648,1700,0.001043341
5617,Konigsberg,54.716667,20.516667,39.475,1723,0.001038788
6416,Haarlem,52.38084,4.63683,39.455,1622,0.001038262
2780,Ferrara,44.82678,11.62071,39.367,1853,0.001035946
3544,Mainz,49.98419,8.2791,39.345,1845,0.001035367
2649,Piacenza,45.04676,9.69937,39.318,1861,0.001034657
4994,Metz,49.11911,6.17269,39.256,1775,0.001033025
4758,Liege,50.63373,5.56749,39.208,1798,0.001031762
1236,Liaoyang,41.266667,123.183333,39,1908,0.001026289
2062,Alicante,38.34517,-0.48149,39,1900,0.001026289
2063,Amroha,28.90314,78.46984,39,1900,0.001026289
2064,Augusta,33.473498,-82.010515,39,1900,0.001026289
2065,Binghamton,42.09869,-75.91797,39,1900,0.001026289
2066,Bourges,47.08333,2.4,39,1900,0.001026289
2067,Ceske Budejovice,48.974722,14.474722,39,1900,0.001026289
2068,Cottbus,51.75769,14.32888,39,1900,0.001026289
2069,Ghazipur,25.58052,83.58058,39,1900,0.001026289
2070,Honolulu,21.30694,-157.85833,39,1900,0.001026289
2071,Kamianets-Podilskyi,48.683333,26.583333,39,1900,0.001026289
2072,Lancaster,54.06667,-2.83333,39,1900,0.001026289
2073,Liaoyang,41.266667,123.183333,39,1900,0.001026289
2074,Masulipatam,16.18438,81.134933,39,1900,0.001026289
2075,Odense,55.39594,10.38831,39,1900,0.001026289
2076,Ostend,51.216667,2.9,39,1900,0.001026289
2077,Talca,-35.4264,-71.65542,39,1900,0.001026289
2078,Tonk,26.16638,75.78824,39,1900,0.001026289
2079,Ujjain,23.18239,75.77643,39,1900,0.001026289
2080,Zacatecas,22.76843,-102.58141,39,1900,0.001026289
2781,Utrecht,52.09083,5.12222,39,1853,0.001026289
2919,Melbourne,-37.814,144.96332,39,1851,0.001026289
3884,Limerick,52.6653,-8.630497,39,1821,0.001026289
4432,Akita,39.71667,140.11667,39,1800,0.001026289
4433,Liege,50.63373,5.56749,39,1800,0.001026289
4434,Tokushima,34.070269,134.554844,39,1800,0.001026289
4435,Zhangye,38.93333,100.45,39,1800,0.001026289
4759,Valletta,35.89972,14.51472,39,1798,0.001026289
5324,Nantes,47.21725,-1.55336,39,1750,0.001026289
5325,Potosi,-19.58361,-65.75306,39,1750,0.001026289
5563,Cork,51.89797,-8.47061,39,1732,0.001026289
5564,Rotterdam,51.9225,4.47917,39,1732,0.001026289
5849,Kunming,25.03889,102.71833,39,1700,0.001026289
6615,Chinkiang,32.2,119.416667,39,1600,0.001026289
7369,Palermo,38.115689,13.361267,39,1500,0.001026289
7370,Verona,45.43419,10.99779,39,1500,0.001026289
8214,Padua,45.406436,11.876761,39,1300,0.001026289
8322,Padua,45.406436,11.876761,39,1281,0.001026289
308,Zhuhai,22.28,113.57,39,1980,0.001026289
1102,Puerto Vallarta,20.62041,-105.23066,39,1980,0.001026289
1254,Liyang,31.42,119.48,39,1980,0.001026289
1454,Pinghu,30.7,121.01,39,1980,0.001026289
1485,NzÃƒÂ©rÃƒÂ©korÃƒÂ©,7.75624,-8.8179,39,1980,0.001026289
5540,Cartagena,37.625683,-0.996583,38.971,1736,0.001025526
6023,Kunming,25.03889,102.71833,38.946,1694,0.001024868
2584,Brescia,45.52478,10.22727,38.906,1871,0.001023815
4800,Lvov,49.839683,24.029717,38.749,1795,0.001019684
4014,The Hague,52.070492,4.300694,38.737,1809,0.001019368
5326,Frankfurt am Main,50.110922,8.682128,38.5,1750,0.001013131
7495,Verona,45.43419,10.99779,38.5,1491,0.001013131
3518,Sydney,-33.86785,151.20732,38.358,1846,0.001009394
5994,Toulouse,43.60426,1.44367,38.237,1698,0.00100621
3519,Augsberg,48.371444,10.898239,38.206,1846,0.001005395
2081,Abo,60.449325,22.259231,38,1900,0.000999974
2082,Altoona,40.518681,-78.394736,38,1900,0.000999974
2083,Bitlis,38.40115,42.10784,38,1900,0.000999974
2084,Budaun,28.0362,79.12631,38,1900,0.000999974
2085,Cambridge,52.205,0.119,38,1900,0.000999974
2086,Chester,53.1903,-2.8916,38,1900,0.000999974
2087,Colchester,51.88921,0.90421,38,1900,0.000999974
2088,Dordrecht,51.81,4.67361,38,1900,0.000999974
2089,Kofu,35.655625,138.567574,38,1900,0.000999974
2090,La Spezia,44.10245,9.824083,38,1900,0.000999974
2091,Lagos,6.524379,3.379206,38,1900,0.000999974
2092,Limerick,52.6653,-8.630497,38,1900,0.000999974
2093,Londonderry,42.86509,-71.37395,38,1900,0.000999974
2094,Meckenbeuren,53.62937,11.41316,38,1900,0.000999974
2095,Pekalongan,-6.8886,109.6753,38,1900,0.000999974
2096,Santa Cruz,28.466667,-16.25,38,1900,0.000999974
2097,Springfield,39.926944,-83.804167,38,1900,0.000999974
2098,Trondheim,63.43049,10.39506,38,1900,0.000999974
2099,Ulaanbaatar,47.92,106.92,38,1900,0.000999974
2100,Uralsk,51.233333,51.366667,38,1900,0.000999974
2101,Valencia,10.174124,-67.999519,38,1900,0.000999974
2102,Vladivostok,43.10562,131.87353,38,1900,0.000999974
2103,Yelets,52.616667,38.466667,38,1900,0.000999974
2920,Rennes,48.11198,-1.67429,38,1851,0.000999974
3297,Calicut,11.258753,75.78041,38,1850,0.000999974
3298,Ferrara,44.82678,11.62071,38,1850,0.000999974
3299,Rennes,48.11198,-1.67429,38,1850,0.000999974
3300,Shkoder,42.0743,19.527661,38,1850,0.000999974
3301,Utrecht,52.09083,5.12222,38,1850,0.000999974
3456,Utrecht,52.09083,5.12222,38,1849,0.000999974
3520,Orleans,47.902964,1.90925,38,1846,0.000999974
3709,Rabba,9.2,5.033333,38,1834,0.000999974
3984,Diyarbakir,37.914411,40.230628,38,1810,0.000999974
4436,Diyarbakir,37.914411,40.230628,38,1800,0.000999974
4437,Guilin,25.273566,110.290195,38,1800,0.000999974
4848,Rampur,28.789304,79.024952,38,1790,0.000999974
4883,Murcia,37.98704,-1.13004,38,1787,0.000999974
5327,Haarlem,52.38084,4.63683,38,1750,0.000999974
5328,Okayama,34.661753,133.916667,38,1750,0.000999974
5521,Gent,51.053469,3.730378,38,1740,0.000999974
5850,Mumbai,19.07283,72.88261,38,1700,0.000999974
5851,Toulouse,43.60426,1.44367,38,1700,0.000999974
7092,Novgorod,58.525569,31.274192,38,1546,0.000999974
7371,Cologne,50.937531,6.960278,38,1500,0.000999974
7372,Ferrara,44.82678,11.62071,38,1500,0.000999974
7373,Rome,41.89474,12.4839,38,1500,0.000999974
7988,Barcelona,41.38879,2.15899,38,1359,0.000999974
8134,Cremona,45.13617,10.02797,38,1304,0.000999974
8215,Cremona,45.13617,10.02797,38,1300,0.000999974
847,Liling,27.67,113.5,38,1980,0.000999974
1167,Yongkang,28.9,120.03,38,1980,0.000999974
1240,Gaoyou,32.78,119.45,38,1980,0.000999974
1325,Yuxi,24.36,102.54,38,1980,0.000999974
1617,Luoding,22.77,111.57,38,1980,0.000999974
6094,Oruro,-17.98333,-67.15,37.96,1678,0.000998921
4953,Munich,48.136739,11.576756,37.84,1781,0.000995763
3950,Jilin,43.896536,125.32599,37.781,1812,0.000994211
3951,Broach,21.724644,73.002294,37.712,1812,0.000992395
2716,Voronezh,51.67204,39.1843,37.664,1856,0.000991132
4884,Versailles,48.8,2.13333,37.53,1787,0.000987606
7643,Burgos,42.35,-3.7,37.5,1450,0.000986816
9029,Venice,45.440847,12.315514,37.5,906,0.000986816
2407,Vellore,12.9184,79.13255,37.49,1881,0.000986553
4760,Magdeburg,52.130808,11.628878,37.45,1798,0.0009855
3929,Yogyakarta,-7.797139,110.368833,37.339,1815,0.000982579
5852,Lima,-12.04318,-77.02824,37.259,1700,0.000980474
3621,Exeter,50.7236,-3.52751,37.231,1841,0.000979737
6736,Cremona,45.13617,10.02797,37.184,1599,0.000978501
2104,Altenburg,50.985,12.433333,37,1900,0.000973659
2105,Belgaum,15.85212,74.50447,37,1900,0.000973659
2106,Blagoveshchensk,50.272776,127.540406,37,1900,0.000973659
2107,Elmira,42.0898,-76.80773,37,1900,0.000973659
2108,Galle,6.0367,80.217,37,1900,0.000973659
2109,Galveston,29.281111,-94.825833,37,1900,0.000973659
2110,Haverhill,52.08226,0.43891,37,1900,0.000973659
2111,Heilbronn,49.13995,9.22054,37,1900,0.000973659
2112,Mansoura,31.040948,31.37847,37,1900,0.000973659
2113,Morelia,19.768333,-101.189444,37,1900,0.000973659
2114,Munger,25.37262,86.490321,37,1900,0.000973659
2115,Osh,40.51506,72.80826,37,1900,0.000973659
2116,Pachuca,20.097613,-98.709579,37,1900,0.000973659
2117,Patras,38.24664,21.734574,37,1900,0.000973659
2118,Reggio di Calabria,38.1113,15.647292,37,1900,0.000973659
2119,Shuangcheng,45.395992,126.293015,37,1900,0.000973659
2120,Tacoma,47.25288,-122.44429,37,1900,0.000973659
2121,Usti nad Labem,50.661116,14.053146,37,1900,0.000973659
4166,Nimes,43.83333,4.35,37,1801,0.000973659
